invoice_month,account_id,subscription,service,resource_group,resource_id,region,usage_qty,unit_cost,cost,raw_json
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0071,westeurope,49.874,3.565,177.82,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0072,eastus,17.013,0.376,6.39,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0073,westeurope,39.947,11.354,453.57,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0074,eastus,5.722,9.815,56.16,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0075,eastus,37.1,4.726,175.32,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0076,eastus,33.972,8.175,277.72,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0077,eastus,35.673,1.305,46.57,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0078,eastus,40.84,1.862,76.04,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0079,westeurope,40.174,7.672,308.23,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0080,southeastasia,47.97,3.233,155.1,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0081,westeurope,25.031,4.045,101.24,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0082,eastus,19.932,19.471,388.1,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0083,westeurope,20.864,9.773,203.9,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0084,westeurope,12.592,13.056,164.4,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0085,eastus,32.665,8.085,264.09,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0086,southeastasia,8.508,39.612,337.02,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0087,westeurope,34.407,5.201,178.94,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0088,eastus,9.658,17.506,169.07,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0089,westeurope,42.355,1.821,77.13,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0090,westeurope,17.668,13.47,237.99,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0091,westeurope,49.356,7.75,382.53,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0092,southeastasia,9.128,16.291,148.7,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0093,westeurope,43.326,5.456,236.38,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0094,southeastasia,49.155,4.643,228.22,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0095,southeastasia,40.951,1.17,47.92,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0096,southeastasia,0.092,1855.435,170.7,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0097,southeastasia,31.888,4.226,134.77,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0098,eastus,41.509,5.957,247.26,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0099,southeastasia,22.301,5.041,112.42,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0100,eastus,24.991,3.333,83.3,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0101,westeurope,38.848,5.184,201.37,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0102,westeurope,30.764,0.163,5.02,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0103,southeastasia,12.472,11.058,137.92,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0104,eastus,13.697,9.101,124.66,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0105,westeurope,17.983,13.613,244.8,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0106,southeastasia,44.325,3.362,149.04,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0107,eastus,5.688,39.45,224.39,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0108,eastus,15.065,8.048,121.24,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0109,westeurope,4.878,13.12,64.0,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0110,westeurope,40.282,0.429,17.29,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0111,eastus,3.822,10.426,39.85,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0112,westeurope,6.671,14.866,99.17,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0113,westeurope,39.696,6.357,252.33,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0114,eastus,49.196,2.131,104.86,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0115,eastus,26.874,3.318,89.16,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0116,southeastasia,24.448,5.769,141.03,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0117,eastus,3.726,4.369,16.28,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0118,eastus,23.358,3.773,88.14,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0119,westeurope,18.523,15.713,291.05,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0120,southeastasia,5.557,12.3,68.35,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0121,southeastasia,35.452,6.114,216.74,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0122,westeurope,11.327,15.377,174.17,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0123,westeurope,6.931,45.19,313.21,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0124,southeastasia,27.48,7.184,197.43,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0125,southeastasia,42.722,3.664,156.53,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0126,southeastasia,2.873,62.892,180.69,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0127,eastus,41.313,4.288,177.13,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0128,eastus,36.441,2.208,80.47,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0129,westeurope,24.301,10.077,244.89,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0130,southeastasia,8.401,20.981,176.26,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0131,westeurope,45.892,6.12,280.86,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0132,westeurope,40.166,3.043,122.23,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0133,westeurope,6.259,20.508,128.36,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0134,westeurope,40.906,6.537,267.42,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0135,eastus,23.636,7.762,183.47,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0136,eastus,11.656,9.533,111.12,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0137,southeastasia,47.562,1.793,85.26,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0138,eastus,34.489,5.48,188.99,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0139,westeurope,4.509,79.412,358.07,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0140,southeastasia,13.761,13.466,185.3,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0141,eastus,25.261,5.9,149.05,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0142,southeastasia,38.024,0.727,27.64,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0143,westeurope,35.654,3.553,126.69,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0144,southeastasia,19.9,9.233,183.74,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0145,eastus,35.672,7.588,270.67,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0146,southeastasia,7.011,34.489,241.8,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0147,eastus,8.947,11.77,105.31,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0148,westeurope,1.273,122.702,156.2,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0149,eastus,11.708,9.968,116.7,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0150,westeurope,40.028,3.545,141.91,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0151,southeastasia,17.342,7.164,124.23,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0152,eastus,27.076,2.603,70.48,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0153,southeastasia,33.589,6.544,219.8,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0154,southeastasia,6.343,11.975,75.96,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0155,westeurope,15.625,0.771,12.04,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0156,westeurope,46.077,2.616,120.52,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0157,westeurope,27.569,7.865,216.83,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0158,westeurope,29.027,5.842,169.57,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0159,eastus,27.024,1.076,29.08,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0160,southeastasia,17.108,6.172,105.59,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0161,westeurope,40.173,5.215,209.49,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0162,southeastasia,37.99,3.825,145.32,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0163,southeastasia,24.343,6.958,169.37,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0164,eastus,23.526,8.468,199.21,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0165,westeurope,46.884,4.746,222.52,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0166,eastus,44.885,6.155,276.28,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0167,westeurope,31.901,3.816,121.72,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0168,eastus,5.159,0.975,5.03,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0169,westeurope,24.667,6.314,155.74,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0170,westeurope,30.82,6.191,190.8,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0171,westeurope,9.6,15.153,145.47,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0172,westeurope,15.085,13.461,203.06,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0173,westeurope,40.326,3.754,151.38,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0174,southeastasia,24.658,5.636,138.98,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0175,westeurope,21.61,0.517,11.18,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0176,southeastasia,15.777,3.781,59.66,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0177,southeastasia,5.143,29.654,152.51,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0178,southeastasia,20.8,15.53,323.02,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0179,westeurope,10.401,25.251,262.64,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0180,westeurope,24.406,4.115,100.43,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0181,southeastasia,18.226,6.598,120.25,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0182,eastus,2.156,73.455,158.37,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0183,eastus,35.993,5.913,212.83,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0184,westeurope,28.911,3.571,103.23,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0185,southeastasia,46.405,9.55,443.16,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0186,westeurope,48.977,5.28,258.61,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0187,westeurope,25.811,4.93,127.26,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0188,eastus,38.397,1.863,71.55,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0189,westeurope,45.403,3.743,169.96,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0190,westeurope,0.719,127.997,92.03,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0191,southeastasia,16.932,5.038,85.3,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0192,eastus,44.539,6.986,311.16,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0193,southeastasia,10.408,26.986,280.87,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0194,southeastasia,5.63,32.318,181.95,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0195,eastus,28.832,10.56,304.46,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0196,southeastasia,23.825,10.914,260.03,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0197,eastus,24.94,9.98,248.89,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0198,eastus,36.998,5.033,186.21,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0199,eastus,14.399,6.548,94.28,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0200,southeastasia,26.658,4.423,117.91,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0201,eastus,18.246,1.555,28.37,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0202,westeurope,33.081,5.163,170.8,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0203,southeastasia,5.827,17.875,104.16,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0204,southeastasia,18.049,15.431,278.51,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0205,eastus,28.387,1.849,52.5,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0206,southeastasia,6.895,3.124,21.54,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0207,westeurope,47.447,2.58,122.4,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0208,southeastasia,46.033,5.057,232.77,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0209,eastus,43.504,4.704,204.65,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0210,eastus,16.459,7.082,116.57,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0211,eastus,37.675,1.984,74.75,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0212,eastus,27.744,2.127,59.01,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0213,westeurope,22.718,6.716,152.57,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0214,southeastasia,24.426,12.71,310.45,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0215,westeurope,10.161,4.432,45.03,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0216,southeastasia,34.555,4.736,163.66,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0217,southeastasia,42.8,3.926,168.03,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0218,eastus,18.062,10.94,197.59,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0219,southeastasia,45.357,0.963,43.67,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0220,southeastasia,20.281,0.61,12.37,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0221,eastus,19.813,9.347,185.19,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0222,eastus,43.526,3.552,154.61,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0223,eastus,3.745,44.748,167.58,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0224,westeurope,8.636,26.517,229.0,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0225,southeastasia,37.176,2.81,104.46,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0226,eastus,35.543,1.659,58.96,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0227,southeastasia,23.211,12.551,291.31,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0228,westeurope,23.887,1.909,45.59,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0229,eastus,6.203,14.854,92.14,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0230,southeastasia,8.961,12.188,109.22,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0231,eastus,16.631,14.201,236.18,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0232,eastus,9.731,8.015,77.99,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0233,southeastasia,46.925,2.482,116.45,{}
2025-04-01,acct-1,sub-1,DB,rg-staging,res-0234,southeastasia,0.533,193.546,103.16,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0235,eastus,6.347,10.725,68.07,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0236,eastus,45.571,3.508,159.88,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0237,southeastasia,7.903,37.528,296.58,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0238,eastus,1.767,48.438,85.59,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0239,southeastasia,18.611,2.616,48.68,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0240,southeastasia,6.13,60.214,369.11,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0241,eastus,43.763,6.921,302.88,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0242,eastus,36.203,6.008,217.5,{}
2025-04-01,acct-1,sub-1,Networking,rg-prod,res-0243,southeastasia,9.752,13.502,131.67,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0244,southeastasia,12.312,21.092,259.69,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0245,southeastasia,32.52,0.683,22.2,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0246,eastus,4.91,6.033,29.62,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0247,southeastasia,12.783,19.354,247.4,{}
2025-04-01,acct-1,sub-1,Storage,rg-dev,res-0248,southeastasia,7.098,45.51,323.03,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0249,westeurope,5.624,42.217,237.43,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0250,westeurope,15.717,3.819,60.02,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0251,southeastasia,43.406,6.146,266.78,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0252,westeurope,14.882,17.975,267.51,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0253,eastus,45.523,1.971,89.71,{}
2025-04-01,acct-1,sub-1,DB,rg-prod,res-0254,southeastasia,22.972,1.674,38.46,{}
2025-04-01,acct-1,sub-1,Storage,rg-staging,res-0255,eastus,6.301,34.685,218.55,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0256,westeurope,48.748,2.674,130.35,{}
2025-04-01,acct-1,sub-1,DB,rg-dev,res-0257,southeastasia,27.142,8.124,220.5,{}
2025-04-01,acct-1,sub-1,Networking,rg-staging,res-0258,southeastasia,43.438,5.362,232.91,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0259,eastus,39.076,3.174,124.02,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0260,westeurope,16.317,12.964,211.53,{}
2025-04-01,acct-1,sub-1,Compute,rg-prod,res-0261,southeastasia,14.742,21.041,310.19,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0262,eastus,0.345,488.145,168.41,{}
2025-04-01,acct-1,sub-1,Compute,rg-staging,res-0263,westeurope,37.458,2.653,99.37,{}
2025-04-01,acct-1,sub-1,Storage,rg-prod,res-0264,southeastasia,23.45,1.381,32.39,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0265,southeastasia,43.124,4.112,177.34,{}
2025-04-01,acct-1,sub-1,Compute,rg-dev,res-0266,eastus,32.756,8.194,268.41,{}
2025-04-01,acct-1,sub-1,Networking,rg-dev,res-0267,eastus,26.165,5.459,142.84,{}
